PROVIDERID,PROVIDERNAME,PROVIDERSERVICETYPE,STREETADDRESS,CITY,STATE,ZIP,COUNTY,COMMUNITY,POINT_X,POINT_Y,AWARDDATE,EXPIRATIONDATE,QRISRATINGLEVEL,TOTALLICENSEDCAPACITY,CCCAPCHILDCOUNT_D1,CCCAPCASECOUNT_D1,CCCAPFAEXPDATE_D1,CCCAPTOTALAUTH_D1,CCCAPFASTATUS_D1,CCCAPFAEXPDATE_D2,CCCAPTOTALAUTH_D2,CCCAPFASTATUS_D2,YEAR_MONTH
1589704,LITTLETON ACADEMY,School age child care,1200 W Mineral AVE,Littleton,CO,80120,Arapahoe,Southwest Arapahoe,-105.002843,39.572945, , , ,50, , , , , , , , ,20170930
1589763,RHONDA DAVIS,Day care home,8617 S Forrest DR,Highlands Ranch,CO,80126,Douglas,Sedalia,-104.950831,39.557177, , ,Level 1,6, , , , , , , , ,20170930
1590035,T.O.R. CDC,Day care center,210 W Ohio AVE,Fountain,CO,80817,El Paso,Fountain,-104.702654,38.683035,2/10/2016 0:00,2/10/2019 0:00,Level 2,15,4,4,12/31/2017 0:00,4,1,12/31/2017 0:00,1,1,20170930
1590037,FIRSTART PRESCHOOL,Day care center,625 S 8th AVE,Brighton,CO,80601,Adams,Brighton,-104.812617,39.977003, , ,Level 1,52, , , , , , , , ,20170930
1590215,CELESTINE SPARROW,Day Care Home 3,1011 E Cucharras ST,Colorado Springs,CO,80903,El Paso,Colorado Springs,-104.80527,38.830227,4/27/2017 0:00,4/27/2020 0:00,Level 2,8,6,6,12/31/2017 0:00,6,1,12/31/2017 0:00,3,1,20170930
1590225,MILE HIGH MONTESSORI WESTWOOD EARLY CHILDHOOD,Day care center,1000 S Lowell BLVD,Denver,CO,80219,Denver,Denver,-105.033682,39.698518,1/31/2017 0:00,1/31/2020 0:00,Level 4,30, , , , , , , , ,20170930
1590237,FAWN MARTINEZ,Day care home,315 Belmont PL,Fort Morgan,CO,80701,Morgan,Fort Morgan,-103.789332,40.244941, , ,Level 1,6, , , , , , , , ,20170930
1590409,CAMP RAMAH IN THE ROCKIES,Resident Camp,26601 Stoney Pass RD,Sedalia,CO,80135,Jefferson,South Jefferson,-105.320606,39.231068, , , ,200, , , , , , , , ,20170930
1590418,SIDEWALK'S END MONTESSORI SCHOOL,Day care center,3215 Woodland Hills DR,Colorado Springs,CO,80918,El Paso,Colorado Springs,-104.766812,38.931278,4/10/2017 0:00,4/10/2020 0:00,Level 2,52, , , , , , , , ,20170930
1590493,CASEY JUNKER,Experienced Child Care Provider,3550 E Revere CT,Wellington,CO,80549,Larimer,Timnath-Wellington,-105.011503,40.696348,11/7/2016 0:00,11/7/2019 0:00,Level 2,9,5,2,12/31/2018 0:00,5,1,12/31/2018 0:00,8,1,20170930
1590630,MONICA VIGIL,Day care home,160 S Eliot,Denver,CO,80219,Denver,Denver,-105.023525,39.713705, , ,Level 1,6,4,2,5/31/2019 0:00,6,1,5/31/2019 0:00,4,1,20170930
1590695,KIDS HAVEN SACC,School age child care,1399 Eastman Park DR,Windsor,CO,80550,Weld,Windsor,-104.892772,40.4626, , , ,60, , ,3/31/2020 0:00,0,1,3/31/2020 0:00,0,1,20170930
1590812,DONNA KNOWLES,Day care home,4330 S Idalia WAY,Aurora,CO,80015,Arapahoe,South Aurora,-104.80612,39.637841, , ,Level 1,6, , , , , , , , ,20170930
1590853,MICHELLE HOWARD,Day care home,6618 Monaco WAY,Brighton,CO,80602,Adams,West Adams,-104.911831,39.919485, , ,Level 1,6, , , , , , , , ,20170930
1590987,CASTLE PINES ACADEMY,Day care center,81 Max DR,Castle Rock,CO,80108,Douglas,Sedalia,-104.884044,39.470916,11/1/2016 0:00,11/1/2019 0:00,Level 2,163, , ,6/30/2019 0:00,0,1,6/30/2019 0:00,0,1,20170930
1590992,ST. ROSE OF LIMA,Day care center,1345 W Dakota AVE,Denver,CO,80223,Denver,Denver,-105.005269,39.709523, , ,Level 4,40, , ,3/31/2020 0:00,3,1,3/31/2020 0:00,3,1,20170930
1591102,OLLENE PHELPS,Day care home,407 Grand AVE,Platteville,CO,80651,Weld,Platteville,-104.82401,40.216913, , ,Level 1,6, , ,9/30/2017 0:00,0,1,9/30/2017 0:00,0,1,20170930
1591239,HIGH DESERT EARLY HEAD START,Day care center,2531 E Main ST,Cortez,CO,81321,Montezuma,Cortez,-108.551404,37.353337, , ,Level 4,24,3,2,10/31/2019 0:00,3,1,10/31/2017 0:00,5,1,20170930
1591442,ANASTACIA SANDMEIER,Day care home,132 Brady RD,Buena Vista,CO,81211,Chaffee,Buena Vista,-106.119328,38.832611, , ,Level 1,6,1,1,11/30/2018 0:00,1,1,11/30/2018 0:00,1,1,20170930
1591497,KELLY HUBER,Day Care Home 3,1236 S Coolidge CIR,Aurora,CO,80018,Arapahoe,East Arapahoe,-104.708652,39.694993, , ,Level 1,6, , , , , , , , ,20170930
1591501,JESSICA CASTILLO,Day care home,1312 Palmer,Pueblo,CO,81004,Pueblo,Pueblo,-104.62989,38.243958, , ,Level 1,6,3,2,2/7/2019 0:00,3,1,2/7/2019 0:00,0,1,20170930
1591509,DEBRA LEARNING CENTER,Day care center,5524 Billings ST,Denver,CO,80239,Denver,Denver,-104.825327,39.792925,6/30/2015 0:00,6/30/2018 0:00,Level 2,14,12,7,2/28/2020 0:00,14,1,2/28/2020 0:00,14,1,20170930
1591631,JACOB ACADEMY,Day care center,1020 S Flower ST,Lakewood,CO,80226,Jefferson,Northeast Jefferson,-105.098757,39.697764, , ,Level 1,50, , ,10/31/2019 0:00,1,1,10/31/2019 0:00,1,1,20170930
1591963,JELENA SPIRIC-AGINS,Day Care Home 3,9363 W Capri AVE,Littleton,CO,80123,Jefferson,Northeast Jefferson,-105.103439,39.606415, , ,Level 1,6, , , , , , , , ,20170930
1591967,GLORIA URQUIZO,Day care home,5320 Liverpool ST,Denver,CO,80249,Denver,Denver,-104.744112,39.792481, , ,Level 2,6, , , , , , , , ,20170930
1592161,EVERGREEN PARK & REC DISTRICT,Day care center,5124 Hatch DR,Evergreen,CO,80439,Jefferson,Central Jefferson,-105.337681,39.620762,9/21/2017 0:00,9/21/2020 0:00,Level 2,35, , , , , , , , ,20170930
1592291,WECMRD FIELD HOUSE,School age child care,450 Miller Ranch RD,Edwards,CO,81637,Eagle,Minturn-Red Cliff,-106.583571,39.642989, , , ,250, , , , , , , , ,20170930
1592318,MSU DENVER EARLY FAMILY LITERACY @ MCELWAIN,Day care center,1020 Dawson DR,Denver,CO,80229,Adams,West Adams,-104.973174,39.851166,12/31/2015 0:00,12/31/2018 0:00,Level 4,15, , , , , , , , ,20170930
1592460,JENNIFER GREEN,Experienced Child Care Provider,16996 Park Trail DR,Monument,CO,80132,El Paso,Monument,-104.868155,39.077904, , ,Level 2,9, , , , , , , , ,20170930
1592509,COUGAR RUN,Day care center,8780 Venneford Ranch RD,Highlands Ranch,CO,80126,Douglas,Sedalia,-104.947831,39.555727,2/9/2017 0:00,2/9/2020 0:00,Level 2,50, , ,6/30/2018 0:00,0,1,6/30/2018 0:00,0,1,20170930
1592573,MONARCH MONTESSORI OF DENVER,Day care center,4895 Peoria ST,Denver,CO,80239,Denver,Denver,-104.84751,39.78546,1/31/2016 0:00,1/31/2019 0:00,Level 4,207,19,12,8/31/2019 0:00,22,1,8/31/2019 0:00,29,1,20170930
1592664,THE CLUB AT FLYING HORSE PROGRAM,School age child care,1880 Weiskopf PT,Colorado Springs,CO,80921,El Paso,Black Forest-Peyton,-104.793051,39.019407, , , ,30, , , , , , , , ,20170930
1592948,JOYCE MCCLANAHAN,Experienced Child Care Provider,870 Finley LN,Craig,CO,81625,Moffat,Craig,-107.562963,40.520644, , ,Level 2,9,1,1,6/30/2018 0:00,1,1,6/30/2018 0:00,1,1,20170930
1593032,JUNIOR JETS CHILD DEVELOPMENT CENTER,Day care center,2175 17th AVE,Longmont,CO,80501,Boulder,Longmont,-105.124441,40.186984, , ,Level 4,95,13,11,3/31/2020 0:00,19,1,3/31/2020 0:00,15,1,20170930
1593199,PRIMROSE SCHOOL OF TALLGRASS,Day care center,21537 E Quincy AVE,Aurora,CO,80015,Arapahoe,South Aurora,-104.735713,39.640296, , ,Level 1,191, , , , , , , , ,20170930
1593299,AMIE SEYBOLT,Day care home,9892 E 112th PL,Henderson,CO,80640,Adams,Brighton,-104.87232,39.900707, , ,Level 1,6, , , , , , , , ,20170930
1593573,JEWISH JOURNEY EARLY LEARNING CENTER,Day care center,9550 E Bellview AVE,Greenwood Village,CO,80111,Arapahoe,Southwest Arapahoe,-104.877674,39.623614, , ,Level 1,50, , , , , , , , ,20170930
1593696,KIDS ADVENTURES @ FOUNDATIONS,School age child care,340 S 45th AVE,Brighton,CO,80601,Adams,Brighton,-104.760642,39.982585, , , ,50,4,2,7/31/2019 0:00,4,1,7/31/2019 0:00,5,1,20170930
1593857,ALPINE ELEMENTARY PRESCHOOL ACADEMY,Day care center,2005 Alpine ST,Longmont,CO,80504,Boulder,Longmont,-105.086625,40.193686,5/11/2017 0:00,5/11/2020 0:00,Level 2,56,6,6,8/31/2019 0:00,7,1,10/31/2019 0:00,2,1,20170930
1593924,TAMMY NEAL,Experienced Child Care Provider,502 Kim DR,Fort Collilns,CO,80525,Larimer,Loveland,-105.085164,40.48391, , ,Level 1,9,1,1,12/31/2018 0:00,1,1,12/31/2018 0:00,1,1,20170930
1594131,AXL ACADEMY,Preschool,14100 E Jewell AVE,Aurora,CO,80012,Arapahoe,South Aurora,-104.825075,39.681362, , ,Level 1,22, , , , , , , , ,20170930
1594155,FOR HIS GLORY CHRISTIAN LEARNING CENTER,Day care center,11373 E Alameda AVE,Aurora,CO,80012,Arapahoe,South Aurora,-104.855862,39.712069, , ,Level 1,15, , ,6/30/2018 0:00,0,1,6/30/2018 0:00,0,1,20170930
1594171,HOPE MONTESSORI ACADEMY,Day care center,12121 Pennsylvania,Thornton,CO,80241,Adams,West Adams,-104.982137,39.916906, , ,Level 1,173,16,9,10/31/2019 0:00,13,1,10/31/2019 0:00,14,1,20170930
1594192,GVR YOUTH CAMP @ GREEN VALLEY,School age child care,4100 Jericho,Denver,CO,80249,Denver,Denver,-104.749408,39.772871, , , ,100, , , , , , , , ,20170930
1594649,STEPHANIE NORTHRUP,Large day care home,375 Rabbit RD,Carbondale,CO,81623,Eagle,Basalt,-107.105569,39.400588,7/31/2016 0:00,7/31/2019 0:00,Level 5,12, , , , , , , , ,20170930
1594660,PAMELA MARTI,Day care home,9157 Ironwood WAY,Highlands Ranch,CO,80129,Douglas,Sedalia,-105.016672,39.549549, , ,Level 1,6, , , , , , , , ,20170930
1594694,KAELA SOLOMON,Day care home,4059 Argonne ST,Denver,CO,80249,Denver,Denver,-104.767356,39.772201, , ,Level 1,6, , , , , , , , ,20170930
1594752,PSD EARLY CHILDHOOD ED @ KRUSE,Preschool,4400 McMurry AVE,Fort Collins,CO,80525,Larimer,Fort Collins,-105.048252,40.527123, , ,Level 4,20, , , , , , , , ,20170930
1594762,PSD EARLY CHILDHOOD ED @ LAUREL,Preschool,1000 E Locust,Fort Collins,CO,80524,Larimer,Fort Collins,-105.06204,40.575575, , ,Level 4,20, , , , , , , , ,20170930
1594835,ADVENTURE ELEMENTARY,Day care center,7700 Delta ST,Denver,CO,80221,Adams,West Adams,-104.991659,39.836681, , ,Level 1,64, , ,8/31/2019 0:00,1,1,8/31/2019 0:00,7,1,20170930
1594837,PONDEROSA EARLY CHILDHOOD CENTER,Preschool,4550 Florence ST,Loveland,CO,80538,Larimer,Loveland,-105.123558,40.43937, , ,Level 4,40, , , , , , , , ,20170930
1594850,COTTONWOOD PLAINS EARLY LEARNING CHILDHOOD,Preschool,525 Turman DR,Fort Collins,CO,80525,Larimer,Loveland,-105.068848,40.473276, , ,Level 4,16, , , , , , , , ,20170930
1594854,SUMMER SCHOLARS @ OAKLAND,School age child care,4580 Dearborn,Denver,CO,80239,Denver,Denver,-104.820515,39.778389, , , ,100, , , , , , , , ,20170930
1594855,SUMMER SCHOLARS @ JOHN H. AMESSE,School age child care,5440 Scranton ST,Denver,CO,80239,Denver,Denver,-104.841884,39.793475, , , ,150, , , , , , , , ,20170930
1594864,OUR LADY OF LOURDES,Preschool,2256 S Logan ST,Denver,CO,80210,Denver,Denver,-104.982316,39.675654, , ,Level 1,24, , , , , , , , ,20170930
1594972,GINALYNN WEDEMEYER,Day Care Home 3,7653 Firehawk LN,Colorado Springs,CO,80923,El Paso,Elsmere,-104.685891,38.912661,2/18/2017 0:00,2/18/2020 0:00,Level 2,6,1,1,12/31/2017 0:00,1,1,12/31/2017 0:00,0,1,20170930
1594979,JESSIE CAMPAGNA,Day care home,17052 E 104th WAY,Commerce City,CO,80022,Adams,Brighton,-104.788734,39.886866, , ,Level 1,6, , , , , , , , ,20170930
1595220,AMBER LAHTI,Large day care home,740 Morgan DR,Boulder,CO,80303,Boulder,Boulder,-105.23535,40.002508, , ,Level 1,12,1,1,3/31/2018 0:00,1,1,3/31/2018 0:00,0,1,20170930
1595237,CHRISTINA HUNTER,Day care home,12453 Rockhill RD,Eckert,CO,81418,Delta,Cedaredge,-107.960331,38.834369, , ,Level 1,6, , , , , , , , ,20170930
1595250,ASHLEIGH JOHNSON,Day care home,12385 Locust ST,Brighton,CO,80602,Adams,West Adams,-104.913369,39.919833, , ,Level 1,6, , , , , , , , ,20170930
1595280,WINDMILL CHILD ENRICHMENT CENTER,School age child care,700 Ponderosa DR,Severance,CO,80550,Weld,Windsor,-104.865018,40.517844, , , ,50,1,1,3/31/2020 0:00,1,1,3/31/2020 0:00,0,1,20170930
1595286,WOMENS WILDERNESS INSTITUTE,School age child care,2845 Wilderness PL STE 211,Boulder,CO,80301,Boulder,Boulder,-105.24938,40.02614, , , ,20, , , , , , , , ,20170930
1595448,THE VAIL CHILD DEVELOPMENT CENTER,Day care center,39209 Highway 6,Avon,CO,81620,Eagle,Minturn-Red Cliff,-106.510433,39.626675,5/31/2017 0:00,5/31/2020 0:00,Level 2,89,5,4,9/30/2018 0:00,5,1,9/30/2018 0:00,6,1,20170930
1595463,SWEET PEA CENTER FOR EARLY LEARNING,Day care center,320 E 128th AVE,Thornton,CO,80241,Adams,West Adams,-104.983346,39.928183,10/31/2015 0:00,10/31/2018 0:00,Level 3,38,6,5,6/30/2019 0:00,6,1,6/30/2019 0:00,5,1,20170930
1595515,FOREST PARK MONTESSORI SCHOOL,Day care center,2687 N Park DR,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.129652,40.013114, , ,Level 1,30, , , , , , , , ,20170930
1595678,THE GODDARD SCHOOL,Day care center,1400 S Emerson ST,Denver,CO,80210,Denver,Denver,-104.976643,39.690811, , ,Level 1,147, , , , , , , , ,20170930
1595685,DISCOVERY LINK @ MUNROE,School age child care,3440 W Virginia AVE,Denver,CO,80219,Denver,Denver,-105.031251,39.707559, , , ,200, , , , , , , , ,20170930
1595686,DPS DISCOVERY LINK @ DENVER GREEN,School age child care,6700 E Virginia AVE,Denver,CO,80224,Denver,Denver,-104.909015,39.706622, , , ,100, , ,9/30/2017 0:00,1,1,9/30/2017 0:00,6,1,20170930
1595687,DPS FIT FUN @ COLFAX,School age child care,1526 Tennyson ST,Denver,CO,80204,Denver,Denver,-105.04367,39.74093, , , ,140, , , , , , , , ,20170930
1595688,DISCOVERY LINK @ COWELL,School age child care,4540 W 10th AVE,Denver,CO,80205,Denver,Denver,-105.045746,39.732134, , , ,200, , , , , , , , ,20170930
1595819,DISCOVERY LINK  @ EAGLETON,School age child care,880 Hooker ST,Denver,CO,80204,Denver,Denver,-105.028081,39.730239, , , ,150, , , , , , , , ,20170930
1595821,FRANCES RUSSELL,Day care home,7189 Red Cardinal LOOP,Colorado Springs,CO,80908,El Paso,Black Forest-Peyton,-104.694879,38.947763, , ,Level 1,6, , , , , , , , ,20170930
1595826,DPS DISCOVERY LINK @ HALLETT,School age child care,2950 Jasmine ST,Denver,CO,80207,Denver,Denver,-104.918157,39.759261, , , ,75, , , , , , , , ,20170930
1595856,FRONT RANGE CHRISTIAN PRESCHOOL,Day care center,6657 W Ottawa AVE  A17,Littleton,CO,80128,Jefferson,Northeast Jefferson,-105.070618,39.592578,5/4/2017 0:00,5/4/2020 0:00,Level 2,148, , , , , , , , ,20170930
1595921,"ALEXANDER DAWSON SCHOOL, LLC",School age child care,10455 Dawson DR,Lafayette,CO,80026,Boulder,Lafayette-Louisville,-105.103029,40.058471, , , ,47, , , , , , , , ,20170930
1595932,AGAPE CREATIVE FOUNDATION,Day care center,1457 Ivy ST,Denver,CO,80220,Denver,Denver,-104.920889,39.739449,12/31/2016 0:00,12/31/2019 0:00,Level 4,27,15,8,10/31/2019 0:00,17,1,8/31/2020 0:00,16,1,20170930
1595943,STEM BEFORE & AFTER SCHOOL PROGRAM,School age child care,11700 Irma DR,Northglenn,CO,80233,Adams,West Adams,-104.967427,39.908437, , , ,120,2,1,5/31/2019 0:00,2,1,5/31/2019 0:00,5,1,20170930
1595974,PONDEROSA BASE CAMP,School age child care,4550 Florence DR,Loveland,CO,80538,Larimer,Loveland,-105.123558,40.43937, , , ,50, , ,12/31/2019 0:00,0,1,12/31/2019 0:00,0,1,20170930
1596097,KIDS ADVENTURES @ LOTUS,School age child care,11001 E Alameda AVE,Aurora,CO,80012,Arapahoe,South Aurora,-104.860086,39.712172, , , ,50, , , , , ,7/31/2020 0:00,3,1,20170930
1596282,JESSICA POUNDS,Day care home,3560 Bridgewood LN,Colorado Springs,CO,80910,El Paso,Colorado Springs,-104.762031,38.809638,4/18/2017 0:00,4/18/2020 0:00,Level 2,6,3,2,12/31/2017 0:00,3,1,12/31/2017 0:00,3,1,20170930
1596401,VERONICA CARAVEO-CHAVARRIA,Day care home,1367 S Clay ST,Denver,CO,80219,Denver,Denver,-105.020658,39.691646,6/30/2016 0:00,6/30/2019 0:00,Level 3,6,6,4,10/31/2019 0:00,7,1,10/31/2019 0:00,6,1,20170930
1596533,CHILDREN'S GARDEN LEARNING CENTER,Day care center,7085 W 119th PL,Broomfield,CO,80020,Broomfield,Broomfield,-105.074959,39.913495,12/3/2015 0:00,12/3/2018 0:00,Level 2,52, , , , , , , , ,20170930
1596590,SKY VIEW ACADEMY,Day care center,6161 Business Center DR,Highlands Ranch,CO,80130,Douglas,Sedalia,-104.917726,39.562814, , ,Level 1,80, , , , , , , , ,20170930
1596591,SKY VIEW ACADEMY,School age child care,6161 Business Center DR,Highlands Ranch,CO,80130,Douglas,Sedalia,-104.917726,39.562814, , , ,100, , , , , , , , ,20170930
1596605,GRACE MARTS,Large day care home,332 Fairview BLVD,Breckenridge,CO,80424,Summit,Breckenridge,-106.045576,39.52078, , ,Level 1,12, , ,12/31/2017 0:00,1,1,12/31/2017 0:00,1,1,20170930
1596630,VISTA PEAK PRESCHOOL,Preschool,24551 E 1st AVE,Aurora,CO,80018,Arapahoe,East Arapahoe,-104.701141,39.719576,10/31/2016 0:00,10/31/2019 0:00,Level 4,50, , , , , , , , ,20170930
1596636,MURPHY CREEK P-8 PRESCHOOL,Preschool,1400 S Old Tom Morris RD,Aurora,CO,80018,Arapahoe,East Arapahoe,-104.71042,39.690832,4/30/2016 0:00,4/30/2019 0:00,Level 4,16, , , , , , , , ,20170930
1596680,RMSER EARLY LEARNING CENTER,Day care center,3555 Pecos ST,Denver,CO,80211,Denver,Denver,-105.006993,39.766242, , ,Level 4,60, , ,10/31/2018 0:00,0,1,11/30/2019 0:00,3,1,20170930
1596710,WEIKEL ELEMENTARY,Preschool,6565 Lindstrom,Colorado Springs,CO,80902,El Paso,Fountain,-104.799998,38.737485, , ,Level 1,128, , , , , , , , ,20170930
1596845,COLLEEN MOSSBRUCKER,Day care home,4323 S Yank ST,Morrison,CO,80465,Jefferson,Northeast Jefferson,-105.144163,39.638148,7/25/2016 0:00,7/25/2019 0:00,Level 2,6, , , , , , , , ,20170930
1596892,KAREN MAXFIELD,Day care home,7996 S Titus CT,Aurora,CO,80016,Arapahoe,East Arapahoe,-104.67033,39.57136, , ,Level 1,6, , , , , , , , ,20170930
1596962,PINE RIDGE ELEMENTARY BEFORE & AFTER,School age child care,6525 S Wheatlands PKWY,Aurora,CO,80016,Arapahoe,East Arapahoe,-104.69307,39.598999, , , ,150,1,1,1/31/2020 0:00,1,1,1/31/2020 0:00,3,1,20170930
1596996,DE ANNE CAFFARELLI,Large day care home,2325 Eagle View CT,Erie,CO,80516,Weld,Erie-Frederick,-105.024907,40.009438, , ,Level 1,12, , , , , , , , ,20170930
1597061,CHRISTA GRAY,Day Care Home 3,924 24th LN,Pueblo,CO,81006,Pueblo,St. Charles Mesa,-104.547151,38.251859, , ,Level 1,6, , , , , , , , ,20170930
1597099,WESTSIDE COMMUNITY PRESCHOOL,Day care center,1628 W Bijou ST,Colorado Springs,CO,80904,El Paso,Colorado Springs,-104.847687,38.842467, , ,Level 4,24,3,2,12/31/2017 0:00,5,1,12/31/2017 0:00,5,1,20170930
1597144,DENVER CHRISTIAN PRESCHOOL,Day care center,3898 S Teller ST,Lakewood,CO,80235,Jefferson,Northeast Jefferson,-105.076457,39.650245, , ,Level 1,60, , , , , , , , ,20170930
1597166,RANGE VIEW ELEMENTARY,Preschool,700 Ponderosa DR,Windsor,CO,80550,Weld,Windsor,-104.865018,40.517844,2/5/2016 0:00,2/5/2019 0:00,Level 2,16, , , , , , , , ,20170930
1597208,HEAVEN'S LITTLE STEPS DAY CARE,Day care center,2802 Patterson RD,Grand Junction,CO,81506,Mesa,Grand Junction,-108.532696,39.092444,4/6/2017 0:00,4/6/2020 0:00,Level 2,66,9,8,9/30/2017 0:00,12,1,9/30/2017 0:00,9,1,20170930
1597255,KIDS SMART / DEANE,School age child care,580 S Harlan ST,Lakewood,CO,80226,Jefferson,Northeast Jefferson,-105.061807,39.706646, , , ,40, , ,4/30/2019 0:00,25,1,10/31/2020 0:00,19,1,20170930
1597265,BLADIUM SPORTS CLUB,School age child care,2400 Central Park BLVD,Denver,CO,80238,Denver,Denver,-104.889165,39.752249, , , ,200, , , , , , , , ,20170930
1597267,CORTNEY ROSS,Large day care home,3635 Torch Lily ST,Wellington,CO,80549,Larimer,Timnath-Wellington,-105.008133,40.678103,2/3/2016 0:00,2/3/2019 0:00,Level 2,12, , ,12/31/2018 0:00,0,1,12/31/2018 0:00,0,1,20170930
1597299,DPS DISCOVERY LINK @ DENVER LANGUAGE SCH,School age child care,451 Newport ST,Denver,CO,80220,Denver,Denver,-104.910201,39.722811, , , ,150, , ,9/30/2017 0:00,2,1,9/30/2017 0:00,5,1,20170930
1597343,"ASCENDIGO AUTISM SERVICES, INC.",Resident Camp,3000 County Road 114,Glenwood Springs,CO,81601,Garfield,Glenwood Springs,-107.23809,39.471603, , , ,16, , , , , , , , ,20170930
1597360,GRACIELA SALAZAR,Day care home,1011 Bluff ST,Delta,CO,81416,Delta,Delta,-108.065403,38.733601, , ,Level 1,6,6,5,6/30/2018 0:00,6,1,6/30/2018 0:00,4,1,20170930
1597422,FAIRVIEW ELEMENTARY,Day care center,7826 Fairview AVE,Denver,CO,80221,Adams,West Adams,-105.020608,39.838759, , ,Level 1,16, , ,8/31/2019 0:00,0,1,8/31/2019 0:00,0,1,20170930
1597462,SIERRA VISTA ELEMENTARY - 2,Preschool,500 S Spaulding,Pueblo West,CO,81007,Pueblo,Pueblo West,-104.770009,38.322885,11/3/2016 0:00,11/3/2019 0:00,Level 2,30, , , , , , , , ,20170930
1597491,BEAR CREEK EARLY CHILD HOOD CENTER,Day care center,1330 Creekside DR,Monument,CO,80132,El Paso,Black Forest-Peyton,-104.841723,39.067167, , ,Level 4,64, , , , , , , , ,20170930
1597550,HOPE MONTESSORI ACADEMY,Day care center,12290 Pennsylvania ST,Thornton,CO,80241,Adams,West Adams,-104.98074,39.918132, , ,Level 1,54,2,2,12/31/2019 0:00,2,1,12/31/2019 0:00,2,1,20170930
1597664,FITZSIMONS EARLY LEARNING CENTER,Day care center,2255 N Wheeling ST,Aurora,CO,80045,Adams,North Aurora,-104.831412,39.749018,2/17/2017 0:00,2/17/2020 0:00,Level 2,272, , , , , , , , ,20170930
1597827,LORI TRUJILLO,Day care home,2129 Madison WAY,Erie,CO,80516,Boulder,Lafayette-Louisville,-105.076965,40.033027, , ,Level 1,6, , , , , , , , ,20170930
1597846,TAYLOR VANDENBARK,Large day care home,100 N Wilhelm DR,Fleming,CO,80728,Logan,Fleming,-102.835433,40.680306,2/27/2017 0:00,2/27/2020 0:00,Level 2,12,1,1,10/31/2017 0:00,1,1,10/31/2017 0:00,0,1,20170930
1597926,ADAMS 12 EARLY CHILDHOOD EDUCATION CENTER,Preschool,455 E Eppinger BLVD,Thornton,CO,80229,Adams,West Adams,-104.982454,39.864496,2/16/2017 0:00,2/16/2020 0:00,Level 2,144, , , , , , , , ,20170930
1597936,CORNERSTONE CHRISTIAN ACADEMY,Day care center,12000 Zuni ST,Westminster,CO,80234,Adams,West Adams,-105.014403,39.915099,12/10/2015 0:00,12/3/2018 0:00,Level 2,35, , , , , , , , ,20170930
1598057,ROSE JOHNSON,Day care home,1072 36 1/2 LN,Pueblo,CO,81006,Pueblo,Avondale,-104.453982,38.245563,3/13/2017 0:00,3/13/2020 0:00,Level 2,6, , , , , , , , ,20170930
1598092,DPS ECE DENVER GREEN SCHOOL,Day care center,6700 E Virginia AVE,Denver,CO,80224,Denver,Denver,-104.909015,39.706622,1/31/2017 0:00,1/31/2020 0:00,Level 4,20, , , , , , , , ,20170930
1598125,CHERRY HILL LEARNING CENTER,Day care center,15500 E Smoky Hill RD,Aurora,CO,80015,Arapahoe,South Aurora,-104.80809,39.631435, , ,Level 1,79,6,5,10/31/2019 0:00,7,1,10/31/2019 0:00,10,1,20170930
1598162,DIONE CLAFER,Day care home,2857 S Olathe WAY,Aurora,CO,80013,Arapahoe,South Aurora,-104.793688,39.664423, , ,Level 1,6,4,2,3/31/2018 0:00,4,1,3/31/2018 0:00,3,1,20170930
1598238,HOME EARLY LEARNING CENTER,Day care center,1004 S Union BLVD,Lakewood,CO,80228,Jefferson,Northeast Jefferson,-105.128816,39.698522,9/8/2016 0:00,9/8/2019 0:00,Level 2,80,36,24,10/31/2019 0:00,41,1,10/31/2019 0:00,37,1,20170930
1598382,LITTLE LAMBS LEARNING CENTER,Day care center,550 25 1/2 RD,Grand Junction,CO,81501,Mesa,Grand Junction,-108.580138,39.085227,4/13/2017 0:00,4/13/2020 0:00,Level 2,68, , , , , , , , ,20170930
1598383,REBECCA RODDA,Large day care home,1695 Donoven ST,Strasburg,CO,80136,Adams,East Adams,-104.369869,39.741589, , ,Level 2,12, , , , , , , , ,20170930
1598390,LITTLE BLESSINGS,Day care center,1200 South ST,Castle Rock,CO,80104,Douglas,Castle Rock,-104.842759,39.369331,11/17/2015 0:00,11/17/2018 0:00,Level 2,142, , ,6/30/2019 0:00,0,1,6/30/2019 0:00,0,1,20170930
1598519,PINE GROVE PRESCHOOL,Preschool,10450 Stonegate PKWY,Parker,CO,80134,Douglas,Parker,-104.806794,39.527701,10/10/2016 0:00,10/10/2019 0:00,Level 2,16, , , , , , , , ,20170930
1598568,DOUGLAS CTY SCHL MOUNTAIN VIEW,Preschool,8502 E Piney PKWY,Parker,CO,80134,Douglas,Parker,-104.728113,39.453901,10/7/2016 0:00,10/7/2019 0:00,Level 2,48, , , , , , , , ,20170930
1598569,DOUGLAS CTY SCHL SAGE CANYON PRSL,Preschool,2420 Autumn Sage ST,Castle Rock,CO,80104,Douglas,Parker,-104.822469,39.389149,11/30/2016 0:00,11/30/2019 0:00,Level 2,15, , , , , , , , ,20170930
1598679,NINA POYTHRESS,Day care home,10138 Intrepid WAY,Colorado Springs,CO,80925,El Paso,Fountain,-104.638673,38.736963, , ,Level 1,6, , , , , , , , ,20170930
